Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,state_name,location
2019-12-31,County,NY New York,NY Richmond County 36085,9,Project Based Section 8,5,,Richmond County,36085,2873,95,2777,100,7,3,2.0,5532,438,1322,19211,9644,9,15,26,12,38,42,5,49,22,92,73,3,35,53,21,11,24,9,2,44,17,37,4,77,51,0,2,20,2,8,14,24,0,-1,179,68,88,50,41,9,10,24,74,17,,,,,,NY,,,New York,"Richmond County, New York"
2019-12-31,County,NY New York,NY Richmond County 36085,9,202/PRAC,8,,Richmond County,36085,346,99,352,100,8,6,1.2,410,294,757,12496,10729,1,10,66,17,6,1,1,98,16,100,96,-1,-1,58,-1,-1,2,2,-1,-1,-1,100,25,47,16,-1,20,50,-1,9,1,11,1,-1,110,100,52,100,-1,-1,-1,21,60,40,,,,,,NY,,,New York,"Richmond County, New York"
2019-12-31,County,NY New York,NY Richmond County 36085,9,811/PRAC,9,,Richmond County,36085,18,99,18,100,3,6,1.0,18,333,847,14250,14250,-1,11,56,28,6,6,-1,94,19,100,94,-1,-1,22,-1,92,100,94,-1,28,39,33,-1,28,11,-1,-1,72,-1,11,6,17,6,-1,72,100,61,100,-1,-1,-1,28,78,25,,,,,,NY,,,New York,"Richmond County, New York"
2019-12-31,County,NY New York,NY Rockland County 36087,9,Public Housing,2,,Rockland County,36087,146,96,139,99,7,7,2.3,323,568,484,26085,11225,11,13,20,12,44,44,12,43,28,84,68,4,35,69,29,9,16,8,1,38,15,45,4,92,84,-1,-1,8,1,7,-1,8,1,9,150,45,54,35,36,29,10,21,94,8,,,,,,NY,,,New York,"Rockland County, New York"
2019-12-31,County,NY New York,NY Rockland County 36087,9,Housing Choice Vouchers,3,,Rockland County,36087,3743,84,3348,100,5,4,5.4,18122,488,1306,21259,3927,1,6,21,26,46,73,1,26,19,98,87,58,9,37,17,10,42,4,1,61,16,22,2,24,14,1,1,76,1,8,0,8,0,55,168,84,183,19,12,69,10,38,28,29,,,,,,NY,,,New York,"Rockland County, New York"
2019-12-31,County,NY New York,NY Rockland County 36087,9,Project Based Section 8,5,,Rockland County,36087,2048,97,2008,100,7,7,1.4,2788,422,1206,18745,13501,2,10,35,18,35,15,1,83,24,95,74,2,7,69,7,41,19,18,0,11,11,78,16,46,25,0,6,52,1,9,5,15,0,-1,131,85,70,84,12,4,4,11,41,46,,,,,,NY,,,New York,"Rockland County, New York"
2019-12-31,County,NY New York,NY Rockland County 36087,9,S236/BMIR,7,,Rockland County,36087,220,-5,16,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,,,,,NY,,,New York,"Rockland County, New York"
2019-12-31,County,NY New York,NY Rockland County 36087,9,202/PRAC,8,,Rockland County,36087,81,97,81,100,7,9,1.1,93,282,608,12757,11111,4,41,25,11,20,5,-1,89,17,100,90,-1,-1,60,-1,-1,1,1,-1,-1,1,99,17,46,16,-1,17,52,1,11,-1,12,5,-1,71,100,66,100,-1,-1,-1,15,41,15,,,,,,NY,,,New York,"Rockland County, New York"
2019-12-31,County,NY New York,NY Rockland County 36087,9,811/PRAC,9,,Rockland County,36087,157,97,154,100,5,5,1.0,154,392,563,16189,16189,1,3,46,37,13,4,-1,95,22,99,95,-1,-1,49,-1,98,100,99,5,49,26,20,3,20,11,1,4,75,-1,4,1,5,1,-1,124,15,55,100,-1,-1,-1,7,35,66,,,,,,NY,,,New York,"Rockland County, New York"
2019-12-31,County,NY New York,NY St. Lawrence County 36089,9,Public Housing,2,,St. Lawrence County,36089,796,97,771,100,6,15,1.6,1268,335,344,15609,9491,4,15,42,14,24,17,3,78,31,89,60,4,20,65,20,56,48,35,3,29,23,44,5,3,1,1,-1,97,-1,0,0,1,0,8,84,31,68,66,16,18,5,22,9,62,,,,,,NY,,,New York,"St. Lawrence County, New York"
2019-12-31,County,NY New York,NY St. Lawrence County 36089,9,Housing Choice Vouchers,3,,St. Lawrence County,36089,795,91,728,100,5,14,1.7,1257,356,950,13939,8073,3,17,47,17,17,16,2,80,27,95,67,4,20,72,20,67,78,46,1,30,27,42,4,3,1,1,1,97,-1,1,-1,1,1,31,83,63,139,49,29,22,21,20,10,62,,,,,,NY,,,New York,"St. Lawrence County, New York"
2019-12-31,County,NY New York,NY St. Lawrence County 36089,9,Project Based Section 8,5,,St. Lawrence County,36089,399,94,370,99,7,16,1.2,442,326,569,14539,12171,4,11,46,18,21,8,1,88,31,88,58,2,6,67,6,68,28,38,2,20,18,61,10,3,1,1,0,94,-1,1,0,1,0,-1,73,100,60,91,7,2,-1,20,8,61,,,,,,NY,,,New York,"St. Lawrence County, New York"
2019-12-31,County,NY New York,NY St. Lawrence County 36089,9,S236/BMIR,7,,St. Lawrence County,36089,147,-5,28,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,,,,,NY,,,New York,"St. Lawrence County, New York"
2019-12-31,County,NY New York,NY Saratoga County 36091,9,Public Housing,2,,Saratoga County,36091,499,94,471,100,5,13,1.8,854,371,399,16155,8910,6,15,34,17,28,29,2,64,23,95,76,5,27,69,29,45,71,34,6,41,25,29,2,19,11,0,0,81,1,6,-1,7,1,12,94,64,75,58,24,19,6,9,9,47,,,,,,NY,,,New York,"Saratoga County, New York"
2019-12-31,County,NY New York,NY Saratoga County 36091,9,Housing Choice Vouchers,3,,Saratoga County,36091,1452,82,1209,100,5,10,1.7,2016,386,741,15993,9591,3,11,41,19,26,17,1,80,23,98,77,5,19,72,20,60,70,44,0,33,22,45,8,9,4,0,1,91,0,3,0,3,1,15,89,79,143,50,34,16,20,8,7,54,,,,,,NY,,,New York,"Saratoga County, New York"
2019-12-31,County,NY New York,NY Saratoga County 36091,9,Mod Rehab,4,,Saratoga County,36091,6,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,NY,,,New York,"Saratoga County, New York"
2019-12-31,County,NY New York,NY Saratoga County 36091,9,Project Based Section 8,5,,Saratoga County,36091,498,99,488,99,6,11,1.0,501,343,634,15202,14807,0,12,43,26,19,1,-1,99,24,99,76,0,-1,70,-1,92,9,17,-1,2,8,90,11,7,3,1,1,89,-1,1,0,2,1,-1,80,98,65,100,0,-1,-1,12,8,35,,,,,,NY,,,New York,"Saratoga County, New York"
2019-12-31,County,NY New York,NY Saratoga County 36091,9,202/PRAC,8,,Saratoga County,36091,49,99,50,100,6,16,1.0,52,360,192,16932,16281,2,6,26,42,24,4,2,94,27,100,70,-1,-1,80,-1,-1,2,2,-1,-1,-1,100,34,10,2,-1,4,90,-1,2,2,4,0,-1,81,100,33,100,-1,-1,-1,4,11,51,,,,,,NY,,,New York,"Saratoga County, New York"
2019-12-31,County,NY New York,NY Saratoga County 36091,9,811/PRAC,9,,Saratoga County,36091,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,NY,,,New York,"Saratoga County, New York"
2019-12-31,County,NY New York,NY Schenectady County 36093,9,Public Housing,2,,Schenectady County,36093,939,96,905,100,5,11,2.0,1818,317,514,14017,6978,8,18,38,15,20,29,5,58,20,96,85,4,37,75,37,39,76,29,9,46,22,23,1,71,38,1,5,29,6,20,1,27,0,24,92,1,111,44,38,18,11,30,49,21,,,,,,NY,,,New York,"Schenectady County, New York"
2019-12-31,County,NY New York,NY Schenectady County 36093,9,Housing Choice Vouchers,3,,Schenectady County,36093,1946,90,1796,100,5,12,2.0,3588,404,604,16104,8061,3,12,40,17,27,29,3,67,22,98,79,2,36,77,34,50,75,36,1,46,25,28,2,56,37,1,1,44,3,12,1,16,0,39,91,94,133,32,31,37,30,20,40,39,,,,,,NY,,,New York,"Schenectady County, New York"
2019-12-31,County,NY New York,NY Schenectady County 36093,9,Mod Rehab,4,,Schenectady County,36093,41,95,44,100,7,14,1.0,44,181,385,7589,7589,36,14,39,3,8,11,14,57,12,98,93,-1,-1,20,-1,35,60,41,-1,30,48,23,2,50,36,5,2,50,5,2,-1,7,0,1,61,-1,-1,100,-1,-1,-1,15,48,16,,,,,,NY,,,New York,"Schenectady County, New York"
2019-12-31,County,NY New York,NY Schenectady County 36093,9,Project Based Section 8,5,,Schenectady County,36093,707,97,702,100,7,13,1.6,1133,308,774,13092,8112,8,15,46,15,16,25,3,70,19,99,86,8,15,58,16,44,33,26,8,33,20,39,4,54,22,1,11,36,3,9,8,20,3,-1,79,62,81,71,26,3,2,29,52,32,,,,,,NY,,,New York,"Schenectady County, New York"
2019-12-31,County,NY New York,NY Schenectady County 36093,9,202/PRAC,8,,Schenectady County,36093,98,99,97,100,6,6,1.1,102,374,172,17094,16256,-1,8,35,30,27,3,-1,97,27,98,67,-1,-1,84,-1,-1,2,2,-1,-1,-1,100,24,16,8,-1,-1,77,-1,2,6,8,1,-1,80,100,39,100,-1,-1,-1,10,23,61,,,,,,NY,,,New York,"Schenectady County, New York"
2019-12-31,County,NY New York,NY Schenectady County 36093,9,811/PRAC,9,,Schenectady County,36093,6,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,NY,,,New York,"Schenectady County, New York"
2019-12-31,County,NY New York,NY Schoharie County 36095,9,Housing Choice Vouchers,3,,Schoharie County,36095,262,97,271,100,5,14,1.4,384,325,534,13977,9864,2,10,56,18,14,8,1,90,21,100,87,-1,14,70,13,69,41,42,1,18,27,54,7,6,1,-1,0,94,0,4,-1,4,0,25,92,93,77,70,23,8,13,14,5,62,,,,,,NY,,,New York,"Schoharie County, New York"
2019-12-31,County,NY New York,NY Schuyler County 36097,9,Housing Choice Vouchers,3,,Schuyler County,36097,99,91,91,100,5,11,1.5,132,339,948,12300,8479,5,13,61,10,11,20,3,73,25,100,78,3,15,75,14,65,65,48,1,32,33,34,2,3,-1,2,-1,97,-1,1,-1,1,1,5,69,88,128,58,22,20,29,13,4,65,,,,,,NY,,,New York,"Schuyler County, New York"
2019-12-31,County,NY New York,NY Schuyler County 36097,9,Project Based Section 8,5,,Schuyler County,36097,80,87,75,100,6,21,1.1,79,333,340,15290,14516,-1,11,49,19,22,1,-1,97,33,91,47,-1,-1,69,-1,75,14,16,-1,-1,5,95,16,5,-1,1,1,89,-1,3,-1,3,1,-1,61,100,26,100,-1,-1,-1,13,4,61,,,,,,NY,,,New York,"Schuyler County, New York"
2019-12-31,County,NY New York,NY Seneca County 36099,9,Housing Choice Vouchers,3,,Seneca County,36099,464,91,425,100,3,27,2.1,879,351,950,13905,6723,6,16,42,18,19,20,6,68,25,96,72,4,33,72,31,58,86,37,3,51,22,25,1,14,5,-1,0,86,1,7,0,8,1,7,55,87,137,36,35,28,21,14,6,68,,,,,,NY,,,New York,"Seneca County, New York"
2019-12-31,County,NY New York,NY Seneca County 36099,9,Project Based Section 8,5,,Seneca County,36099,86,95,85,100,6,12,1.1,92,313,609,14054,12985,-1,28,32,27,13,-1,-1,100,29,95,61,-1,-1,44,-1,100,24,33,-1,5,11,85,14,8,1,-1,2,91,-1,-1,5,5,1,-1,69,100,50,100,-1,-1,-1,13,5,72,,,,,,NY,,,New York,"Seneca County, New York"
2019-12-31,County,NY New York,NY Steuben County 36101,9,Housing Choice Vouchers,3,,Steuben County,36101,1101,89,983,100,4,17,1.7,1672,319,812,12548,7377,8,13,51,15,12,16,5,74,25,97,74,5,20,64,21,65,73,44,3,38,28,31,3,14,9,1,0,86,1,3,0,3,2,8,65,67,127,51,29,20,20,17,8,56,,,,,,NY,,,New York,"Steuben County, New York"
2019-12-31,County,NY New York,NY Steuben County 36101,9,Project Based Section 8,5,,Steuben County,36101,616,95,609,100,6,17,1.5,938,315,534,13719,8907,7,13,42,20,17,16,2,80,28,94,61,5,15,66,18,45,24,23,7,24,16,54,6,5,3,0,-1,93,-1,1,-1,1,0,-1,76,55,39,72,15,12,5,17,8,52,,,,,,NY,,,New York,"Steuben County, New York"
2019-12-31,County,NY New York,NY Steuben County 36101,9,S236/BMIR,7,,Steuben County,36101,38,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,NY,,,New York,"Steuben County, New York"
2019-12-31,County,NY New York,NY Steuben County 36101,9,202/PRAC,8,,Steuben County,36101,40,99,40,100,6,18,1.1,42,357,446,16250,15476,-1,8,50,10,33,-1,-1,100,35,90,55,-1,-1,65,-1,-1,3,2,-1,-1,-1,100,18,3,3,-1,-1,93,-1,-1,-1,0,0,-1,66,100,17,100,-1,-1,-1,15,7,41,,,,,,NY,,,New York,"Steuben County, New York"
2019-12-31,County,NY New York,NY Suffolk County 36103,9,Public Housing,2,,Suffolk County,36103,40,95,38,100,5,3,2.8,105,811,450,41162,14897,8,3,5,16,68,76,3,21,38,76,55,3,47,84,47,18,40,13,-1,58,29,13,-1,89,61,3,3,11,-1,24,-1,24,0,-1,144,87,196,-1,53,47,26,4,18,48,,,,,,NY,,,New York,"Suffolk County, New York"
2019-12-31,County,NY New York,NY Suffolk County 36103,9,Housing Choice Vouchers,3,,Suffolk County,36103,9662,86,8245,100,5,7,2.2,18035,599,1128,22543,10306,3,10,27,15,46,34,2,62,22,96,76,2,35,80,35,42,68,29,1,41,24,34,4,62,44,1,0,38,1,15,0,17,3,56,120,94,153,44,25,32,12,11,44,68,,,,,,NY,,,New York,"Suffolk County, New York"
2019-12-31,County,NY New York,NY Suffolk County 36103,9,Project Based Section 8,5,,Suffolk County,36103,2575,98,2564,100,7,9,1.2,3053,396,1298,18299,15368,2,8,34,21,35,7,1,92,21,99,83,0,4,69,4,45,12,14,1,6,6,88,16,30,13,0,2,69,1,11,3,14,1,-1,102,98,69,91,8,1,2,8,30,62,,,,,,NY,,,New York,"Suffolk County, New York"
2019-12-31,County,NY New York,NY Suffolk County 36103,9,202/PRAC,8,,Suffolk County,36103,635,99,626,100,6,8,1.1,681,366,471,16709,15359,1,10,40,22,27,3,1,97,19,100,87,-1,-1,60,-1,-1,1,1,-1,-1,0,100,20,41,9,1,4,54,1,23,4,27,0,-1,93,100,54,100,-1,-1,-1,7,37,61,,,,,,NY,,,New York,"Suffolk County, New York"
2019-12-31,County,NY New York,NY Suffolk County 36103,9,811/PRAC,9,,Suffolk County,36103,470,95,463,100,6,10,1.0,485,323,606,13470,12859,3,14,58,14,11,9,5,85,16,100,95,1,1,46,1,100,98,95,1,37,42,21,0,19,13,0,0,53,0,4,1,6,0,-1,85,9,64,86,5,9,11,9,36,80,,,,,,NY,,,New York,"Suffolk County, New York"
2019-12-31,County,NY New York,NY Sullivan County 36105,9,Public Housing,2,,Sullivan County,36105,138,99,129,95,7,2,2.5,320,462,469,24526,9887,5,17,17,12,50,51,2,45,40,78,50,8,31,73,30,21,39,13,2,41,18,40,3,85,45,-1,1,15,3,35,2,40,0,1,160,77,49,34,27,39,17,21,59,54,,,,,,NY,,,New York,"Sullivan County, New York"
2019-12-31,County,NY New York,NY Sullivan County 36105,9,Housing Choice Vouchers,3,,Sullivan County,36105,1344,81,1088,100,5,15,3.5,3844,402,855,15417,4364,6,12,38,22,22,51,1,46,23,96,80,34,27,58,30,23,89,13,9,53,18,20,1,41,24,0,0,59,1,14,1,17,0,32,104,77,166,29,29,42,8,20,41,57,,,,,,NY,,,New York,"Sullivan County, New York"
2019-12-31,County,NY New York,NY Sullivan County 36105,9,Project Based Section 8,5,,Sullivan County,36105,601,89,574,100,6,22,1.7,990,304,614,12914,7488,13,19,38,13,18,20,3,74,23,95,75,3,26,67,27,33,31,20,3,38,18,41,3,49,22,0,1,46,2,15,8,26,1,-1,77,43,66,61,15,24,10,19,42,56,,,,,,NY,,,New York,"Sullivan County, New York"
2019-12-31,County,NY New York,NY Sullivan County 36105,9,811/PRAC,9,,Sullivan County,36105,85,84,74,100,5,7,1.0,74,351,341,14685,14685,-1,3,76,20,1,-1,-1,100,28,100,84,-1,-1,45,-1,100,100,100,-1,12,28,59,1,12,9,-1,1,88,-1,1,-1,1,0,-1,144,-1,-1,100,-1,-1,-1,8,16,84,,,,,,NY,,,New York,"Sullivan County, New York"
2019-12-31,County,NY New York,NY Tioga County 36107,9,Housing Choice Vouchers,3,,Tioga County,36107,277,91,254,100,6,13,1.5,369,365,922,13864,9543,1,9,63,13,15,10,-1,89,26,97,74,4,11,74,12,78,62,54,0,23,28,48,5,6,2,1,1,94,-1,2,-1,2,1,21,100,87,137,61,27,13,20,16,5,58,,,,,,NY,,,New York,"Tioga County, New York"
2019-12-31,County,NY New York,NY Tioga County 36107,9,Project Based Section 8,5,,Tioga County,36107,75,98,72,98,5,10,1.0,74,299,472,13157,12801,1,13,58,22,6,-1,-1,100,27,99,72,-1,-1,68,-1,100,21,35,3,6,11,81,8,4,-1,-1,-1,90,-1,3,1,4,0,-1,75,100,56,100,-1,-1,-1,20,4,54,,,,,,NY,,,New York,"Tioga County, New York"
2019-12-31,County,NY New York,NY Tompkins County 36109,9,Public Housing,2,,Tompkins County,36109,456,96,436,100,5,13,1.5,643,378,386,16612,11264,6,13,41,15,26,20,5,73,26,91,73,5,9,56,9,53,59,42,2,17,24,57,4,31,16,0,8,69,3,3,1,7,0,10,87,15,34,77,6,17,8,28,23,41,,,,,,NY,,,New York,"Tompkins County, New York"
2019-12-31,County,NY New York,NY Tompkins County 36109,9,Housing Choice Vouchers,3,,Tompkins County,36109,2229,93,2069,100,4,11,2.1,4294,388,854,14609,7039,7,20,31,16,26,32,6,53,21,96,78,6,35,72,34,43,73,29,4,51,21,24,2,31,21,1,2,69,1,5,1,7,3,19,91,80,121,36,33,31,20,18,18,50,,,,,,NY,,,New York,"Tompkins County, New York"
2019-12-31,County,NY New York,NY Tompkins County 36109,9,Project Based Section 8,5,,Tompkins County,36109,41,99,41,100,5,5,1.1,45,371,416,18155,16541,-1,5,32,27,37,2,-1,98,30,93,49,-1,-1,83,-1,100,13,22,-1,2,5,93,22,0,-1,-1,-1,100,-1,-1,-1,0,0,-1,109,100,62,88,12,-1,2,8,6,78,,,,,,NY,,,New York,"Tompkins County, New York"
2019-12-31,County,NY New York,NY Ulster County 36111,9,Public Housing,2,,Ulster County,36111,226,95,214,100,7,7,2.0,423,373,495,16621,8409,4,16,39,15,27,26,3,63,26,90,72,5,27,64,26,45,64,31,3,37,20,40,4,50,29,0,0,50,0,20,-1,20,3,33,113,30,53,48,27,25,14,18,38,47,,,,,,NY,,,New York,"Ulster County, New York"
2019-12-31,County,NY New York,NY Ulster County 36111,9,Housing Choice Vouchers,3,,Ulster County,36111,2502,85,2120,100,4,8,2.0,4327,404,890,15704,7694,3,14,40,18,24,26,2,70,24,96,76,5,31,74,31,47,86,34,2,39,22,38,3,34,21,1,0,66,1,11,0,12,2,20,104,78,147,49,27,25,12,16,26,56,,,,,,NY,,,New York,"Ulster County, New York"
2019-12-31,County,NY New York,NY Ulster County 36111,9,Project Based Section 8,5,,Ulster County,36111,649,95,650,100,6,10,1.4,890,382,708,16835,12295,2,9,41,20,28,16,1,83,28,94,66,2,13,68,13,42,25,24,1,19,13,66,8,20,10,1,1,71,1,5,3,8,1,-1,95,32,83,77,20,2,3,19,23,45,,,,,,NY,,,New York,"Ulster County, New York"
2019-12-31,County,NY New York,NY Ulster County 36111,9,202/PRAC,8,,Ulster County,36111,19,99,19,100,5,16,1.1,20,285,370,13176,12517,-1,21,53,21,5,-1,-1,100,22,100,79,-1,-1,58,-1,-1,5,5,-1,-1,-1,100,11,5,-1,-1,-1,79,-1,5,-1,5,0,-1,62,100,50,100,-1,-1,-1,11,8,86,,,,,,NY,,,New York,"Ulster County, New York"
2019-12-31,County,NY New York,NY Ulster County 36111,9,811/PRAC,9,,Ulster County,36111,13,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,NY,,,New York,"Ulster County, New York"
2019-12-31,County,NY New York,NY Warren County 36113,9,Public Housing,2,,Warren County,36113,231,99,229,100,7,14,1.2,280,397,170,18797,15373,2,8,35,23,33,11,0,87,37,80,45,1,7,68,7,58,30,33,1,10,13,77,9,7,4,0,-1,93,-1,2,-1,2,1,14,73,28,49,84,11,5,7,22,8,33,,,,,,NY,,,New York,"Warren County, New York"
2019-12-31,County,NY New York,NY Warren County 36113,9,Housing Choice Vouchers,3,,Warren County,36113,601,94,616,100,5,18,1.6,986,400,539,15022,9385,4,9,49,18,21,17,2,80,28,95,64,3,18,63,19,64,70,48,1,36,28,35,2,6,3,1,0,94,0,2,-1,2,1,9,88,92,132,61,27,12,11,14,6,54,,,,,,NY,,,New York,"Warren County, New York"
2019-12-31,County,NY New York,NY Warren County 36113,9,Project Based Section 8,5,,Warren County,36113,305,95,311,100,6,17,2.3,717,366,647,15546,6743,9,17,30,17,28,32,1,66,27,92,64,15,37,77,46,34,56,19,7,53,17,22,1,8,4,0,1,87,1,2,-1,3,1,-1,69,100,92,27,36,37,14,18,8,57,,,,,,NY,,,New York,"Warren County, New York"
2019-12-31,County,NY New York,NY Warren County 36113,9,S236/BMIR,7,,Warren County,36113,58,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,NY,,,New York,"Warren County, New York"
2019-12-31,County,NY New York,NY Warren County 36113,9,202/PRAC,8,,Warren County,36113,40,98,38,97,6,24,1.0,39,356,223,15970,15560,-1,8,42,32,18,-1,-1,100,32,97,47,-1,-1,66,-1,-1,3,3,-1,-1,-1,100,18,5,3,3,-1,71,-1,-1,-1,0,3,-1,54,100,50,100,-1,-1,-1,11,6,73,,,,,,NY,,,New York,"Warren County, New York"
2019-12-31,County,NY New York,NY Washington County 36115,9,Public Housing,2,,Washington County,36115,74,99,74,100,8,18,1.1,80,411,170,19862,18372,-1,-1,32,30,38,3,-1,97,39,85,31,-1,-1,73,-1,100,34,41,-1,-1,9,91,15,1,-1,1,-1,99,-1,-1,-1,0,0,6,82,64,55,99,1,-1,-1,25,5,50,,,,,,NY,,,New York,"Washington County, New York"
2019-12-31,County,NY New York,NY Washington County 36115,9,Housing Choice Vouchers,3,,Washington County,36115,381,92,362,100,5,21,1.6,585,369,794,14599,9034,1,11,51,17,19,12,1,85,27,96,69,4,14,69,15,70,75,51,1,29,31,39,4,6,2,1,1,94,-1,2,0,2,1,9,83,90,138,59,27,14,16,17,5,61,,,,,,NY,,,New York,"Washington County, New York"
2019-12-31,County,NY New York,NY Washington County 36115,9,Project Based Section 8,5,,Washington County,36115,82,98,82,100,6,18,1.1,89,337,610,14797,13633,2,6,46,26,20,1,-1,98,30,98,55,1,-1,66,1,83,7,11,-1,1,6,93,11,0,-1,-1,-1,45,-1,-1,-1,0,0,-1,63,100,73,99,1,-1,-1,15,4,69,,,,,,NY,,,New York,"Washington County, New York"
2019-12-31,County,NY New York,NY Wayne County 36117,9,Housing Choice Vouchers,3,,Wayne County,36117,879,96,852,100,4,21,1.8,1536,379,585,15541,8620,3,12,42,19,25,20,2,76,26,96,69,5,24,69,27,60,79,42,2,39,26,33,3,23,17,0,0,77,0,5,-1,5,1,18,67,90,124,48,29,23,21,14,14,66,,,,,,NY,,,New York,"Wayne County, New York"
2019-12-31,County,NY New York,NY Wayne County 36117,9,Project Based Section 8,5,,Wayne County,36117,467,95,438,99,6,14,1.3,579,333,507,14593,11040,3,11,46,24,17,7,2,91,27,98,67,3,7,65,8,75,25,37,2,18,20,61,8,14,9,1,0,79,-1,2,2,3,0,-1,70,100,54,87,5,7,2,14,10,64,,,,,,NY,,,New York,"Wayne County, New York"
2019-12-31,County,NY New York,NY Wayne County 36117,9,RentSup/RAP,6,,Wayne County,36117,25,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,NY,,,New York,"Wayne County, New York"
2019-12-31,County,NY New York,NY Wayne County 36117,9,811/PRAC,9,,Wayne County,36117,22,92,20,99,5,15,1.0,20,240,344,10190,10190,20,10,60,10,-1,-1,15,85,19,100,95,-1,-1,70,-1,100,100,100,5,25,30,40,-1,20,15,-1,5,75,-1,-1,-1,0,0,-1,99,70,71,85,15,-1,15,10,8,77,,,,,,NY,,,New York,"Wayne County, New York"
2019-12-31,County,NY New York,NY Westchester County 36119,9,Public Housing,2,,Westchester County,36119,2389,84,1931,96,7,5,2.3,4443,645,731,27976,12159,2,11,19,12,55,53,2,43,28,87,65,7,30,74,31,15,28,11,1,40,23,35,4,92,53,0,1,8,3,35,0,38,1,40,190,36,56,33,37,30,14,20,71,15,,,,,,NY,,,New York,"Westchester County, New York"
