H010001,NAME,state,county
35483,"Ravalli County, Montana",30,081
24083,"Ashe County, North Carolina",37,009
24878,"Custer County, Oklahoma",40,039
4487,"Marshall County, South Dakota",46,091
14422,"Lamb County, Texas",48,279
6058,"Buena Vista city, Virginia",51,530
22976,"Guayanilla Municipio, Puerto Rico",72,059
821712,"Pima County, Arizona",04,019
78227,"Monroe County, Florida",12,087
33797,"Effingham County, Illinois",17,049
6776,"Taylor County, Iowa",19,173
18508,"East Feliciana Parish, Louisiana",22,037
33051,"Steele County, Minnesota",27,147
3984,"Sheridan County, Montana",30,091
31580,"Bladen County, North Carolina",37,017
26630,"Garvin County, Oklahoma",40,049
6518,"Moody County, South Dakota",46,101
15224,"Leon County, Texas",48,289
6292,"Covington city, Virginia",51,580
58506,"Humacao Municipio, Puerto Rico",72,069
38176,"Santa Cruz County, Arizona",04,023
164991,"Okaloosa County, Florida",12,091
13838,"Ford County, Illinois",17,053
7682,"Van Buren County, Iowa",19,177
20474,"Franklin Parish, Louisiana",22,041
10418,"Swift County, Minnesota",27,151
8023,"Stillwater County, Montana",30,095
85538,"Burke County, North Carolina",37,023
5045,"Grant County, Oklahoma",40,053
86140,"Pennington County, South Dakota",46,103
20196,"Limestone County, Texas",48,293
5407,"Emporia city, Virginia",51,595
17052,"Jayuya Municipio, Puerto Rico",72,073
20386,"Arkansas County, Arkansas",05,001
170093,"Osceola County, Florida",12,097
35688,"Fulton County, Illinois",17,057
20167,"Washington County, Iowa",19,183
29966,"Iberville Parish, Louisiana",22,047
21251,"Wabasha County, Minnesota",27,157
4844,"Toole County, Montana",30,101
6881,"Camden County, North Carolina",37,029
3517,"Harper County, Oklahoma",40,059
2638,"Sanborn County, South Dakota",46,111
16796,"Llano County, Texas",48,299
8072,"Franklin city, Virginia",51,620
26253,"Lajas Municipio, Puerto Rico",72,079
151275,"Benton County, Arkansas",05,007
898571,"Pinellas County, Florida",12,103
8416,"Hamilton County, Illinois",17,065
11194,"Winnebago County, Iowa",19,189
31020,"Jefferson Davis Parish, Louisiana",22,053
197939,"Washington County, Minnesota",27,163
1907,"Wheatland County, Montana",30,107
139543,"Catawba County, North Carolina",37,035
27669,"Jackson County, Oklahoma",40,065
2763,"Stanley County, South Dakota",46,117
6506,"Lynn County, Texas",48,305
133969,"Hampton city, Virginia",51,650
34355,"Las Piedras Municipio, Puerto Rico",72,085
33348,"Boone County, Arkansas",05,009
471378,"Polk County, Florida",12,105
19761,"Hancock County, Illinois",17,067
19017,"Winneshiek County, Iowa",19,191
185654,"Lafayette Parish, Louisiana",22,055
11706,"Watonwan County, Minnesota",27,165
1031,"Wibaux County, Montana",30,109
48726,"Chatham County, North Carolina",37,037
6476,"Jefferson County, Oklahoma",40,067
1556,"Sully County, South Dakota",46,119
8083,"McCulloch County, Texas",48,307
33274,"Harrisonburg city, Virginia",51,660
32454,"Lo�za Municipio, Puerto Rico",72,087
11846,"Bradley County, Arkansas",05,011
69025,"Putnam County, Florida",12,107
4563,"Hardin County, Illinois",17,069
101115,"Woodbury County, Iowa",19,193
88258,"Lafourche Parish, Louisiana",22,057
6991,"Wilkin County, Minnesota",27,167
126423,"Yellowstone County, Montana",30,111
24014,"Cherokee County, North Carolina",37,039
10259,"Johnston County, Oklahoma",40,069
8924,"Todd County, South Dakota",46,121
204292,"McLennan County, Texas",48,309
22026,"Hopewell city, Virginia",51,670
19713,"Luquillo Municipio, Puerto Rico",72,089
25122,"Carroll County, Arkansas",05,015
189983,"St. Lucie County, Florida",12,111
50433,"Henry County, Illinois",17,073
14022,"Wright County, Iowa",19,197
37200,"Lincoln Parish, Louisiana",22,061
89092,"Wright County, Minnesota",27,171
7348,"Antelope County, Nebraska",31,003
8651,"Clay County, North Carolina",37,043
13651,"Kingfisher County, Oklahoma",40,073
8646,"Turner County, South Dakota",46,125
10069,"Madison County, Texas",48,313
58718,"Lynchburg city, Virginia",51,680
6438,"Maricao Municipio, Puerto Rico",72,093
13403,"Chicot County, Arkansas",05,017
115191,"Santa Rosa County, Florida",12,113
30648,"Iroquois County, Illinois",17,075
14028,"Allen County, Kansas",20,001
91230,"Livingston Parish, Louisiana",22,063
10743,"Yellow Medicine County, Minnesota",27,173
444,"Arthur County, Nebraska",31,005
93807,"Cleveland County, North Carolina",37,045
9891,"Kiowa County, Oklahoma",40,075
12462,"Union County, South Dakota",46,127
10852,"Marion County, Texas",48,315
34274,"Manassas city, Virginia",51,683
12728,"Maunabo Municipio, Puerto Rico",72,095
8502,"Cleveland County, Arkansas",05,025
34179,"Suwannee County, Florida",12,121
20771,"Jersey County, Illinois",17,083
27433,"Barton County, Kansas",20,009
467033,"Orleans Parish, Louisiana",22,071
19279,"Attala County, Mississippi",28,007
11931,"Box Butte County, Nebraska",31,013
18027,"Currituck County, North Carolina",37,053
31847,"Logan County, Oklahoma",40,083
70453,"Anderson County, Tennessee",47,001
47182,"Maverick County, Texas",48,323
211114,"Norfolk city, Virginia",51,710
23355,"Naguabo Municipio, Puerto Rico",72,103
19987,"Conway County, Arkansas",05,029
9294,"Union County, Florida",12,125
10154,"Johnson County, Illinois",17,087
10522,"Brown County, Kansas",20,013
26029,"Plaquemines Parish, Louisiana",22,075
38441,"Bolivar County, Mississippi",28,011
3476,"Brown County, Nebraska",31,017
145350,"Davidson County, North Carolina",37,057
27518,"McClain County, Oklahoma",40,087
16264,"Benton County, Tennessee",47,005
2319,"Menard County, Texas",48,327
32834,"Petersburg city, Virginia",51,730
23744,"Orocovis Municipio, Puerto Rico",72,107
15206,"Desha County, Arkansas",05,041
7563,"Atkinson County, Georgia",13,003
108301,"La Salle County, Illinois",17,099
2344,"Clark County, Kansas",20,025
23042,"Sabine Parish, Louisiana",22,085
17776,"Clarke County, Mississippi",28,023
3968,"Chase County, Nebraska",31,029
46009,"Franklin County, North Carolina",37,069
12267,"Murray County, Oklahoma",40,099
28556,"Carroll County, Tennessee",47,017
292077,"Montgomery County, Texas",48,339
23051,"Salem city, Virginia",51,775
51573,"R�o Grande Municipio, Puerto Rico",72,119
18063,"Drew County, Arkansas",05,043
9948,"Bacon County, Georgia",13,005
14864,"Lawrence County, Illinois",17,101
8657,"Clay County, Kansas",20,027
66441,"St. Bernard Parish, Louisiana",22,087
21553,"Clay County, Mississippi",28,025
6068,"Cherry County, Nebraska",31,031
187274,"Gaston County, North Carolina",37,071
66279,"Muskogee County, Oklahoma",40,101
55289,"Carter County, Tennessee",47,019
19911,"Moore County, Texas",48,341
21216,"Staunton city, Virginia",51,790
25774,"Sabana Grande Municipio, Puerto Rico",72,121
81942,"Faulkner County, Arkansas",05,045
4062,"Baker County, Georgia",13,007
33056,"Lee County, Illinois",17,103
9606,"Cloud County, Kansas",20,029
47642,"St. Charles Parish, Louisiana",22,089
29848,"Coahoma County, Mississippi",28,027
9704,"Cheyenne County, Nebraska",31,033
10359,"Gates County, North Carolina",37,073
11137,"Noble County, Oklahoma",40,103
35511,"Cheatham County, Tennessee",47,021
12882,"Morris County, Texas",48,343
62698,"Suffolk city, Virginia",51,800
31064,"Salinas Municipio, Puerto Rico",72,123
17288,"Franklin County, Arkansas",05,047
36889,"Baldwin County, Georgia",13,009
36055,"Livingston County, Illinois",17,105
8695,"Coffey County, Kansas",20,031
20951,"St. James Parish, Louisiana",22,093
27511,"Copiah County, Mississippi",28,029
6937,"Clay County, Nebraska",31,035
7876,"Graham County, North Carolina",37,075
10366,"Nowata County, Oklahoma",40,105
14419,"Chester County, Tennessee",47,023
1426,"Motley County, Texas",48,345
417574,"Virginia Beach city, Virginia",51,810
36521,"San Germ�n Municipio, Puerto Rico",72,125
86207,"Garland County, Arkansas",05,051
16082,"Berrien County, Georgia",13,019
28137,"McDonough County, Illinois",17,109
34483,"Cowley County, Kansas",20,035
86172,"St. Landry Parish, Louisiana",22,097
106621,"DeSoto County, Mississippi",28,033
8014,"Dawes County, Nebraska",31,045
17751,"Greene County, North Carolina",37,079
643454,"Oklahoma County, Oklahoma",40,109
7887,"Clay County, Tennessee",47,027
43694,"Navarro County, Texas",48,349
7500,"Williamsburg city, Virginia",51,830
40720,"San Lorenzo Municipio, Puerto Rico",72,129
16283,"Grant County, Arkansas",05,053
45687,"Barrow County, Georgia",13,013
258558,"McHenry County, Illinois",17,111
36428,"Crawford County, Kansas",20,037
47791,"St. Martin Parish, Louisiana",22,099
67194,"Forrest County, Mississippi",28,035
9962,"Cuming County, Nebraska",31,039
407071,"Guilford County, North Carolina",37,081
38650,"Okmulgee County, Oklahoma",40,111
33201,"Cocke County, Tennessee",47,029
14472,"Newton County, Texas",48,351
22800,"Winchester city, Virginia",51,840
44045,"San Sebasti�n Municipio, Puerto Rico",72,131
23316,"Hempstead County, Arkansas",05,057
17117,"Ben Hill County, Georgia",13,017
111133,"Macon County, Illinois",17,115
19006,"Dickinson County, Kansas",20,041
188922,"St. Tammany Parish, Louisiana",22,103
18741,"George County, Mississippi",28,039
19962,"Dakota County, Nebraska",31,043
88138,"Harnett County, North Carolina",37,085
32182,"Ottawa County, Oklahoma",40,115
14234,"Crockett County, Tennessee",47,033
307884,"Nueces County, Texas",48,355
20209,"Asotin County, Washington",53,003
63629,"Toa Alta Municipio, Puerto Rico",72,135
11358,"Stone County, Arkansas",05,137
3754,"Echols County, Georgia",13,101
59399,"Whiteside County, Illinois",17,195
27605,"Miami County, Kansas",20,121
217028,"Harford County, Maryland",24,025
9988,"Quitman County, Mississippi",28,119
3926,"Nance County, Nebraska",31,125
35021,"Scotland County, North Carolina",37,165
43837,"Lincoln County, Oregon",41,041
88535,"Madison County, Tennessee",47,113
4046,"Sutton County, Texas",48,435
25428,"Boone County, West Virginia",54,005
44646,"Union County, Arkansas",05,139
37287,"Effingham County, Georgia",13,103
492605,"Will County, Illinois",17,197
6587,"Mitchell County, Kansas",20,123
244224,"Howard County, Maryland",24,027
110458,"Rankin County, Mississippi",28,121
7082,"Nemaha County, Nebraska",31,127
56312,"Stanly County, North Carolina",37,167
102075,"Linn County, Oregon",41,043
27527,"Marion County, Tennessee",47,115
7738,"Swisher County, Texas",48,437
14171,"Braxton County, West Virginia",54,007
52790,"Crawford County, Arkansas",05,033
21719,"Wakulla County, Florida",12,129
99737,"Kankakee County, Illinois",17,091
2917,"Chase County, Kansas",20,017
120833,"Rapides Parish, Louisiana",22,079
10467,"Carroll County, Mississippi",28,015
7678,"Burt County, Nebraska",31,021
48081,"Duplin County, North Carolina",37,061
19132,"McIntosh County, Oklahoma",40,091
103725,"Blount County, Tennessee",47,009
23806,"Milam County, Texas",48,331
92373,"Roanoke city, Virginia",51,770
26715,"Pe�uelas Municipio, Puerto Rico",72,111
50238,"Crittenden County, Arkansas",05,035
38806,"Walton County, Florida",12,131
54352,"Kendall County, Illinois",17,093
4205,"Chautauqua County, Kansas",20,019
9339,"Red River Parish, Louisiana",22,081
19232,"Chickasaw County, Mississippi",28,017
8665,"Butler County, Nebraska",31,023
213504,"Durham County, North Carolina",37,063
7425,"Major County, Oklahoma",40,093
85750,"Bradley County, Tennessee",47,011
4860,"Mills County, Texas",48,333
95751,"Portsmouth city, Virginia",51,740
181220,"Ponce Municipio, Puerto Rico",72,113
19226,"Cross County, Arkansas",05,037
19524,"Washington County, Florida",12,133
51466,"Knox County, Illinois",17,095
22270,"Cherokee County, Kansas",20,021
19812,"Richland Parish, Louisiana",22,083
9442,"Choctaw County, Mississippi",28,019
24083,"Cass County, Nebraska",31,025
54484,"Edgecombe County, North Carolina",37,065
12909,"Marshall County, Oklahoma",40,095
39355,"Campbell County, Tennessee",47,013
7027,"Mitchell County, Texas",48,335
13046,"Radford city, Virginia",51,750
25348,"Quebradillas Municipio, Puerto Rico",72,115
8724,"Dallas County, Arkansas",05,039
17177,"Appling County, Georgia",13,001
623378,"Lake County, Illinois",17,097
3111,"Cheyenne County, Kansas",20,023
10453,"St. Helena Parish, Louisiana",22,091
10027,"Claiborne County, Mississippi",28,021
9429,"Cedar County, Nebraska",31,027
296118,"Forsyth County, North Carolina",37,067
37834,"Mayes County, Oklahoma",40,097
12661,"Cannon County, Tennessee",47,015
18713,"Montague County, Texas",48,337
186554,"Richmond city, Virginia",51,760
14746,"Rinc�n Municipio, Puerto Rico",72,117
13929,"Howard County, Arkansas",05,061
11029,"Bleckley County, Georgia",13,023
253162,"Madison County, Illinois",17,119
91248,"Douglas County, Kansas",20,045
6127,"Tensas Parish, Louisiana",22,107
22737,"Grenada County, Mississippi",28,043
2075,"Deuel County, Nebraska",31,049
87332,"Henderson County, North Carolina",37,089
61197,"Payne County, Oklahoma",40,119
545726,"Davidson County, Tennessee",47,037
1915,"Oldham County, Texas",48,359
65534,"Chelan County, Washington",53,007
74476,"Trujillo Alto Municipio, Puerto Rico",72,139
16752,"Jackson County, Arkansas",05,067
23287,"Bryan County, Georgia",13,029
15819,"Mason County, Illinois",17,125
26248,"Ellis County, Kansas",20,051
53040,"Vermilion Parish, Louisiana",22,113
240607,"Hinds County, Mississippi",28,049
451878,"Douglas County, Nebraska",31,055
5160,"Hyde County, North Carolina",37,095
62563,"Pottawatomie County, Oklahoma",40,125
42620,"Dickson County, Tennessee",47,043
22304,"Panola County, Texas",48,365
3986,"Columbia County, Washington",53,013
61684,"Vega Baja Municipio, Puerto Rico",72,145
14160,"Madison County, Arkansas",05,087
223998,"Chatham County, Georgia",13,051
20651,"Perry County, Illinois",17,145
1507,"Greeley County, Kansas",20,071
256985,"Cumberland County, Maine",23,005
10056,"Kemper County, Mississippi",28,069
747,"Grant County, Nebraska",31,075
18740,"Madison County, North Carolina",37,115
57277,"Wagoner County, Oklahoma",40,145
57338,"Hamblen County, Tennessee",47,063
2969,"Real County, Texas",48,385
1699415,"King County, Washington",53,033
51138,"Mississippi County, Arkansas",05,093
140920,"Cherokee County, Georgia",13,057
4126,"Pope County, Illinois",17,151
6368,"Harper County, Kansas",20,077
113428,"Kennebec County, Maine",23,011
74749,"Lauderdale County, Mississippi",28,075
9255,"Hamilton County, Nebraska",31,081
15500,"Mitchell County, North Carolina",37,121
8092,"Woods County, Oklahoma",40,151
24141,"Hardeman County, Tennessee",47,069
7717,"Refugio County, Texas",48,391
18952,"Klickitat County, Washington",53,039
10119,"Monroe County, Arkansas",05,095
93309,"Clarke County, Georgia",13,059
7057,"Pulaski County, Illinois",17,153
31429,"Harvey County, Kansas",20,079
38361,"Knox County, Maine",23,013
13164,"Lawrence County, Mississippi",28,077
3731,"Harlan County, Nebraska",31,083
25741,"Montgomery County, North Carolina",37,123
17679,"Woodward County, Oklahoma",40,153
25114,"Hardin County, Tennessee",47,071
11202,"Runnels County, Texas",48,399
67581,"Lewis County, Washington",53,041
40616,"Tallapoosa County, Alabama",01,123
536497,"District of Columbia, District of Columbia",11,001
19074,"Jefferson County, Idaho",16,051
18747,"Henry County, Iowa",19,087
14211,"Pendleton County, Kentucky",21,191
43282,"Itasca County, Minnesota",27,061
12455,"Big Horn County, Montana",30,003
48498,"Montgomery County, New York",36,057
122392,"Richland County, Ohio",39,139
4982,"Brule County, South Dakota",46,015
60431,"Harrison County, Texas",48,203
14239,"Nelson County, Virginia",51,125
8714,"Platte County, Wyoming",56,031
69692,"Walker County, Alabama",01,127
144873,"Bay County, Florida",12,005
107285,"Kootenai County, Idaho",16,055
10221,"Humboldt County, Iowa",19,091
67790,"Pike County, Kentucky",21,195
14874,"Kanabec County, Minnesota",27,065
9451,"Carbon County, Montana",30,009
1477358,"New York County, New York",36,061
60775,"Sandusky County, Ohio",39,143
8963,"Butte County, South Dakota",46,019
5989,"Haskell County, Texas",48,207
12726,"Northampton County, Virginia",51,131
5848,"Sublette County, Wyoming",56,035
24537,"Winston County, Alabama",01,133
1603094,"Broward County, Florida",12,011
3713,"Lewis County, Idaho",16,061
19986,"Jackson County, Iowa",19,097
2196,"Robertson County, Kentucky",21,201
14067,"Koochiching County, Minnesota",27,071
5771,"Chouteau County, Montana",30,015
444830,"Onondaga County, New York",36,067
47245,"Shelby County, Ohio",39,149
4062,"Clark County, South Dakota",46,025
72137,"Henderson County, Texas",48,213
25394,"Orange County, Virginia",51,137
19384,"Uinta County, Wyoming",56,041
1414,"Aleutians East Borough, Alaska",02,013
11297,"Calhoun County, Florida",12,013
4008,"Lincoln County, Idaho",16,063
35543,"Jasper County, Iowa",19,099
16272,"Rockcastle County, Kentucky",21,203
7854,"Lac qui Parle County, Minnesota",27,073
11275,"Custer County, Montana",30,017
97133,"Ontario County, New York",36,069
369165,"Stark County, Ohio",39,151
11321,"Clay County, South Dakota",46,027
563801,"Hidalgo County, Texas",48,215
22917,"Page County, Virginia",51,139
8091,"Washakie County, Wyoming",56,043
3198,"Aleutians West Census Area, Alaska",02,016
139035,"Charlotte County, Florida",12,015
26071,"Madison County, Idaho",16,065
15553,"Jefferson County, Iowa",19,101
18938,"Rowan County, Kentucky",21,205
10788,"Lake County, Minnesota",27,075
1980,"Daniels County, Montana",30,019
327675,"Orange County, New York",36,071
38728,"Union County, Ohio",39,159
25480,"Codington County, South Dakota",46,029
31501,"Hill County, Texas",48,217
19178,"Patrick County, Virginia",51,141
6347,"Weston County, Wyoming",56,045
15765,"Bethel Census Area, Alaska",02,050
139247,"Clay County, Florida",12,019
36748,"Nez Perce County, Idaho",16,069
18656,"Jones County, Iowa",19,105
31593,"Scott County, Kentucky",21,209
25133,"Le Sueur County, Minnesota",27,079
9046,"Deer Lodge County, Montana",30,023
118372,"Oswego County, New York",36,075
221028,"Trumbull County, Ohio",39,155
6975,"Custer County, South Dakota",46,033
40499,"Hood County, Texas",48,221
19898,"Powhatan County, Virginia",51,145
41964,"Aguada Municipio, Puerto Rico",72,003
1258,"Bristol Bay Borough, Alaska",02,060
246587,"Collier County, Florida",12,021
4079,"Oneida County, Idaho",16,071
11220,"Keokuk County, Iowa",19,107
31849,"Shelby County, Kentucky",21,211
6224,"Lincoln County, Minnesota",27,081
2791,"Fallon County, Montana",30,025
56664,"Otsego County, New York",36,077
89751,"Tuscarawas County, Ohio",39,157
18064,"Davison County, South Dakota",46,035
31488,"Hopkins County, Texas",48,223
15967,"Prince Edward County, Virginia",51,147
62979,"Aguadilla Municipio, Puerto Rico",72,005
79760,"Fairbanks North Star Borough, Alaska",02,090
12720,"Dixie County, Florida",12,029
7484,"Power County, Idaho",16,077
186648,"Linn County, Iowa",19,113
22255,"Taylor County, Kentucky",21,217
5115,"Mahnomen County, Minnesota",27,087
64715,"Gallatin County, Montana",30,031
147346,"Rensselaer County, New York",36,083
151999,"Warren County, Ohio",39,165
5865,"Dewey County, South Dakota",46,041
3312,"Hudspeth County, Texas",48,229
34015,"Pulaski County, Virginia",51,155
28240,"A�asco Municipio, Puerto Rico",72,011
2387,"Haines Borough, Alaska",02,100
763204,"Duval County, Florida",12,031
13574,"Shoshone County, Idaho",16,079
12016,"Louisa County, Iowa",19,115
11845,"Todd County, Kentucky",21,219
10032,"Marshall County, Minnesota",27,089
1267,"Garfield County, Montana",30,033
434542,"Richmond County, New York",36,085
61524,"Washington County, Ohio",39,167
3350,"Douglas County, South Dakota",46,043
74700,"Hunt County, Texas",48,231
6973,"Rappahannock County, Virginia",51,157
98375,"Arecibo Municipio, Puerto Rico",72,013
48363,"Kenai Peninsula Borough, Alaska",02,122
49370,"Flagler County, Florida",12,035
62864,"Twin Falls County, Idaho",16,083
11561,"Lyon County, Iowa",19,119
8070,"Trimble County, Kentucky",21,223
22129,"Meeker County, Minnesota",27,093
880,"Golden Valley County, Montana",30,037
100765,"St. Lawrence County, New York",36,089
38105,"Williams County, Ohio",39,171
6987,"Fall River County, South Dakota",46,047
1771,"Irion County, Texas",48,235
83522,"Roanoke County, Virginia",51,161
22299,"Barceloneta Municipio, Puerto Rico",72,017
6483,"Yukon-Koyukuk Census Area, Alaska",02,290
206761,"Lake County, Florida",12,069
48642,"Coles County, Illinois",17,029
365671,"Polk County, Iowa",19,153
245764,"Caddo Parish, Louisiana",22,017
4136,"Red Lake County, Minnesota",27,125
4522,"Phillips County, Montana",30,071
23428,"Yates County, New York",36,123
5955,"Coal County, Oklahoma",40,029
20655,"Lawrence County, South Dakota",46,081
299,"King County, Texas",48,269
27189,"Wythe County, Virginia",51,197
33905,"Dorado Municipio, Puerto Rico",72,051
113230,"Coconino County, Arizona",04,005
225858,"Leon County, Florida",12,073
18884,"Crawford County, Illinois",17,033
17357,"Poweshiek County, Iowa",19,157
9852,"Caldwell Parish, Louisiana",22,021
16785,"Renville County, Minnesota",27,129
1825,"Powder River County, Montana",30,075
33368,"Alexander County, North Carolina",37,003
6439,"Cotton County, Oklahoma",40,033
3880,"Lyman County, South Dakota",46,085
30238,"Kleberg County, Texas",48,273
126382,"Alexandria city, Virginia",51,510
12367,"Florida Municipio, Puerto Rico",72,054
30257,"Graham County, Arizona",04,009
5578,"Liberty County, Florida",12,077
81184,"DeKalb County, Illinois",17,037
11242,"Sac County, Iowa",19,161
10412,"Catahoula Parish, Louisiana",22,025
16097,"Roseau County, Minnesota",27,135
1175,"Prairie County, Montana",30,079
23848,"Anson County, North Carolina",37,007
66692,"Creek County, Oklahoma",40,037
2836,"McPherson County, South Dakota",46,089
47382,"Lamar County, Texas",48,277
16735,"Bristol city, Virginia",51,520
42783,"Guayama Municipio, Puerto Rico",72,057
19435,"La Paz County, Arizona",04,012
257997,"Manatee County, Florida",12,081
19622,"Douglas County, Illinois",17,041
12874,"Shelby County, Iowa",19,165
19558,"Concordia Parish, Louisiana",22,029
88592,"Scott County, Minnesota",27,139
9553,"Richland County, Montana",30,083
15293,"Avery County, North Carolina",37,011
36546,"Delaware County, Oklahoma",40,041
23390,"Meade County, South Dakota",46,093
17405,"Lampasas County, Texas",48,281
38217,"Charlottesville city, Virginia",51,540
97093,"Guaynabo Municipio, Puerto Rico",72,061
3027366,"Maricopa County, Arizona",04,013
252035,"Marion County, Florida",12,083
889048,"DuPage County, Illinois",17,043
28941,"Sioux County, Iowa",19,167
25172,"De Soto Parish, Louisiana",22,031
62797,"Sherburne County, Minnesota",27,141
10352,"Roosevelt County, Montana",30,085
44381,"Beaufort County, North Carolina",37,013
4609,"Dewey County, Oklahoma",40,043
2038,"Mellette County, South Dakota",46,095
5263,"La Salle County, Texas",48,283
195070,"Chesapeake city, Virginia",51,550
36459,"Gurabo Municipio, Puerto Rico",72,063
163753,"Yavapai County, Arizona",04,025
33815,"Okeechobee County, Florida",12,093
14436,"Greene County, Illinois",17,061
35014,"Wapello County, Iowa",19,179
18479,"Grant Parish, Louisiana",22,043
24124,"Todd County, Minnesota",27,153
3552,"Sweet Grass County, Montana",30,097
128894,"Cabarrus County, North Carolina",37,025
5079,"Greer County, Oklahoma",40,055
3295,"Perkins County, South Dakota",46,105
3011,"Lipscomb County, Texas",48,295
20970,"Fairfax city, Virginia",51,600
49870,"Juana D�az Municipio, Puerto Rico",72,075
154163,"Yuma County, Arizona",04,027
877513,"Orange County, Florida",12,095
38453,"Franklin County, Illinois",17,055
38956,"Warren County, Iowa",19,181
71651,"Iberia Parish, Louisiana",22,045
4026,"Traverse County, Minnesota",27,155
6379,"Teton County, Montana",30,099
76266,"Caldwell County, North Carolina",37,027
3129,"Harmon County, Oklahoma",40,057
2625,"Potter County, South Dakota",46,107
10711,"Live Oak County, Texas",48,297
10306,"Falls Church city, Virginia",51,610
36090,"Juncos Municipio, Puerto Rico",72,077
23969,"Ashley County, Arkansas",05,003
1111856,"Palm Beach County, Florida",12,099
6374,"Gallatin County, Illinois",17,059
6598,"Wayne County, Iowa",19,185
15119,"Jackson Parish, Louisiana",22,049
13268,"Wadena County, Minnesota",27,159
861,"Treasure County, Montana",30,103
58299,"Carteret County, North Carolina",37,031
11653,"Haskell County, Oklahoma",40,061
12156,"Shannon County, South Dakota",46,113
67,"Loving County, Texas",48,301
16960,"Fredericksburg city, Virginia",51,630
34225,"Lares Municipio, Puerto Rico",72,081
37676,"Baxter County, Arkansas",05,005
339393,"Pasco County, Florida",12,101
37188,"Grundy County, Illinois",17,063
37763,"Webster County, Iowa",19,187
451109,"Jefferson Parish, Louisiana",22,051
18086,"Waseca County, Minnesota",27,161
7491,"Valley County, Montana",30,105
22202,"Caswell County, North Carolina",37,033
12849,"Hughes County, Oklahoma",40,063
6969,"Spink County, South Dakota",46,115
233022,"Lubbock County, Texas",48,303
6698,"Galax city, Virginia",51,640
11009,"Las Mar�as Municipio, Puerto Rico",72,083
5627,"Calhoun County, Arkansas",05,013
120942,"St. Johns County, Florida",12,109
8136,"Henderson County, Illinois",17,071
7789,"Worth County, Iowa",19,195
13358,"La Salle Parish, Louisiana",22,059
46179,"Winona County, Minnesota",27,169
29509,"Adams County, Nebraska",31,001
13827,"Chowan County, North Carolina",37,041
46914,"Kay County, Oklahoma",40,071
6333,"Tripp County, South Dakota",46,123
851,"McMullen County, Texas",48,311
4598,"Lexington city, Virginia",51,678
45293,"Manat� Municipio, Puerto Rico",72,091
17430,"Clay County, Arkansas",05,021
361590,"Seminole County, Florida",12,117
10039,"Jasper County, Illinois",17,079
15721,"Atchison County, Kansas",20,005
30066,"Morehouse Parish, Louisiana",22,067
34044,"Alcorn County, Mississippi",28,003
583,"Blaine County, Nebraska",31,009
86299,"Craven County, North Carolina",37,049
46599,"Le Flore County, Oklahoma",40,079
19926,"Yankton County, South Dakota",46,135
3705,"Mason County, Texas",48,319
14728,"Martinsville city, Virginia",51,690
39501,"Moca Municipio, Puerto Rico",72,099
23778,"Cleburne County, Arkansas",05,023
47078,"Sumter County, Florida",12,119
37475,"Jefferson County, Illinois",17,081
5242,"Barber County, Kansas",20,007
36476,"Natchitoches Parish, Louisiana",22,069
13575,"Amite County, Mississippi",28,005
6147,"Boone County, Nebraska",31,011
284497,"Cumberland County, North Carolina",37,051
31600,"Lincoln County, Oklahoma",40,081
2519,"Ziebach County, South Dakota",46,137
37482,"Matagorda County, Texas",48,321
174317,"Newport News city, Virginia",51,700
29935,"Morovis Municipio, Puerto Rico",72,101
24484,"Columbia County, Arkansas",05,027
18039,"Taylor County, Florida",12,123
22086,"Jo Daviess County, Illinois",17,085
15055,"Bourbon County, Kansas",20,011
142285,"Ouachita Parish, Louisiana",22,073
7910,"Benton County, Mississippi",28,009
2392,"Boyd County, Nebraska",31,015
29735,"Dare County, North Carolina",37,055
8733,"Love County, Oklahoma",40,085
37073,"Bedford County, Tennessee",47,003
37522,"Medina County, Texas",48,325
3855,"Norton city, Virginia",51,720
29620,"Naranjito Municipio, Puerto Rico",72,105
11218,"Lincoln County, Arkansas",05,079
9165,"Candler County, Georgia",13,043
33246,"Morgan County, Illinois",17,137
3015,"Gove County, Kansas",20,063
9965,"West Feliciana Parish, Louisiana",22,125
17987,"Jasper County, Mississippi",28,061
21957,"Gage County, Nebraska",31,067
57879,"Lenoir County, North Carolina",37,107
42568,"Stephens County, Oklahoma",40,137
28900,"Giles County, Tennessee",47,055
7208,"Presidio County, Texas",48,377
73605,"Grant County, Washington",53,025
13452,"Little River County, Arkansas",05,081
84039,"Carroll County, Georgia",13,045
13818,"Moultrie County, Illinois",17,139
2877,"Graham County, Kansas",20,065
15122,"Winn Parish, Louisiana",22,127
9104,"Jefferson County, Mississippi",28,063
2232,"Garden County, Nebraska",31,069
62889,"Lincoln County, North Carolina",37,109
19674,"Texas County, Oklahoma",40,139
20481,"Grainger County, Tennessee",47,057
9067,"Rains County, Texas",48,379
66554,"Grays Harbor County, Washington",53,027
52207,"Lonoke County, Arkansas",05,085
9156,"Charlton County, Georgia",13,049
176553,"Peoria County, Illinois",17,143
5763,"Gray County, Kansas",20,069
71626,"Aroostook County, Maine",23,003
63250,"Jones County, Mississippi",28,067
2092,"Gosper County, Nebraska",31,073
29278,"Macon County, North Carolina",37,113
551211,"Tulsa County, Oklahoma",40,143
14127,"Grundy County, Tennessee",47,061
3281,"Reagan County, Texas",48,383
