"Location","Year","Series","Series Code","Month","Permits"
"Placer County",2020,"Total Units",1.0,11.0,0
"Placer County",2020,"Total Units",1.0,12.0,0
"Placer County",2020,"Units in Single-Family Structures",2.0,1.0,181.0
"Placer County",2020,"Units in Single-Family Structures",2.0,2.0,198.0
"Placer County",2020,"Units in Single-Family Structures",2.0,3.0,176.0
"Placer County",2020,"Units in Single-Family Structures",2.0,4.0,151.0
"Placer County",2020,"Units in Single-Family Structures",2.0,5.0,0
"Placer County",2020,"Units in Single-Family Structures",2.0,6.0,0
"Placer County",2020,"Units in Single-Family Structures",2.0,7.0,0
"Placer County",2020,"Units in Single-Family Structures",2.0,8.0,0
"Placer County",2020,"Units in Single-Family Structures",2.0,9.0,0
"Placer County",2020,"Units in Single-Family Structures",2.0,10.0,0
"Placer County",2020,"Units in Single-Family Structures",2.0,11.0,0
"Placer County",2020,"Units in Single-Family Structures",2.0,12.0,0
"Placer County",2020,"Units in All Multi-Family Structures",3.0,1.0,41.0
"Placer County",2020,"Units in All Multi-Family Structures",3.0,2.0,234.0
"Placer County",2020,"Units in All Multi-Family Structures",3.0,3.0,45.0
"Placer County",2020,"Units in All Multi-Family Structures",3.0,4.0,0
"Placer County",2020,"Units in All Multi-Family Structures",3.0,5.0,0
"Placer County",2020,"Units in All Multi-Family Structures",3.0,6.0,0
"Placer County",2020,"Units in All Multi-Family Structures",3.0,7.0,0
"Placer County",2020,"Units in All Multi-Family Structures",3.0,8.0,0
"Placer County",2020,"Units in All Multi-Family Structures",3.0,9.0,0
"Placer County",2020,"Units in All Multi-Family Structures",3.0,10.0,0
"Placer County",2020,"Units in All Multi-Family Structures",3.0,11.0,0
"Placer County",2020,"Units in All Multi-Family Structures",3.0,12.0,0
"Placer County",2020,"Units in 2-unit Multi-Family Structures",4.0,1.0,0
"Placer County",2020,"Units in 2-unit Multi-Family Structures",4.0,2.0,0
"Placer County",2020,"Units in 2-unit Multi-Family Structures",4.0,3.0,4.0
"Placer County",2020,"Units in 2-unit Multi-Family Structures",4.0,4.0,0
"Placer County",2020,"Units in 2-unit Multi-Family Structures",4.0,5.0,0
"Placer County",2020,"Units in 2-unit Multi-Family Structures",4.0,6.0,0
"Placer County",2020,"Units in 2-unit Multi-Family Structures",4.0,7.0,0
"Placer County",2020,"Units in 2-unit Multi-Family Structures",4.0,8.0,0
"Placer County",2020,"Units in 2-unit Multi-Family Structures",4.0,9.0,0
"Placer County",2020,"Units in 2-unit Multi-Family Structures",4.0,10.0,0
"Placer County",2020,"Units in 2-unit Multi-Family Structures",4.0,11.0,0
"Placer County",2020,"Units in 2-unit Multi-Family Structures",4.0,12.0,0
"Placer County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,1.0,0
"Placer County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,2.0,0
"Placer County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,3.0,0
"Placer County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,4.0,0
"Placer County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,5.0,0
"Placer County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,6.0,0
"Placer County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,7.0,0
"Placer County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,8.0,0
"Placer County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,9.0,0
"Placer County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,10.0,0
"Placer County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,11.0,0
"Placer County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,12.0,0
"Placer County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,1.0,41.0
"Placer County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,2.0,234.0
"Placer County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,3.0,41.0
"Placer County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,4.0,0
"Placer County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,5.0,0
"Placer County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,6.0,0
"Placer County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,7.0,0
"Placer County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,8.0,0
"Placer County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,9.0,0
"Placer County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,10.0,0
"Placer County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,11.0,0
"Placer County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,12.0,0
"Plumas County",2020,"Total Units",1.0,1.0,1.0
"Plumas County",2020,"Total Units",1.0,2.0,5.0
"Plumas County",2020,"Total Units",1.0,3.0,4.0
"Plumas County",2020,"Total Units",1.0,4.0,4.0
"Plumas County",2020,"Total Units",1.0,5.0,0
"Plumas County",2020,"Total Units",1.0,6.0,0
"Plumas County",2020,"Total Units",1.0,7.0,0
"Plumas County",2020,"Total Units",1.0,8.0,0
"Plumas County",2020,"Total Units",1.0,9.0,0
"Plumas County",2020,"Total Units",1.0,10.0,0
"Plumas County",2020,"Total Units",1.0,11.0,0
"Plumas County",2020,"Total Units",1.0,12.0,0
"Plumas County",2020,"Units in Single-Family Structures",2.0,1.0,1.0
"Plumas County",2020,"Units in Single-Family Structures",2.0,2.0,5.0
"Plumas County",2020,"Units in Single-Family Structures",2.0,3.0,4.0
"Plumas County",2020,"Units in Single-Family Structures",2.0,4.0,4.0
"Plumas County",2020,"Units in Single-Family Structures",2.0,5.0,0
"Plumas County",2020,"Units in Single-Family Structures",2.0,6.0,0
"Plumas County",2020,"Units in Single-Family Structures",2.0,7.0,0
"Plumas County",2020,"Units in Single-Family Structures",2.0,8.0,0
"Plumas County",2020,"Units in Single-Family Structures",2.0,9.0,0
"Plumas County",2020,"Units in Single-Family Structures",2.0,10.0,0
"Plumas County",2020,"Units in Single-Family Structures",2.0,11.0,0
"Plumas County",2020,"Units in Single-Family Structures",2.0,12.0,0
"Plumas County",2020,"Units in All Multi-Family Structures",3.0,1.0,0
"Plumas County",2020,"Units in All Multi-Family Structures",3.0,2.0,0
"Plumas County",2020,"Units in All Multi-Family Structures",3.0,3.0,0
"Plumas County",2020,"Units in All Multi-Family Structures",3.0,4.0,0
"Plumas County",2020,"Units in All Multi-Family Structures",3.0,5.0,0
"Plumas County",2020,"Units in All Multi-Family Structures",3.0,6.0,0
"Plumas County",2020,"Units in All Multi-Family Structures",3.0,7.0,0
"Plumas County",2020,"Units in All Multi-Family Structures",3.0,8.0,0
"Plumas County",2020,"Units in All Multi-Family Structures",3.0,9.0,0
"Plumas County",2020,"Units in All Multi-Family Structures",3.0,10.0,0
"Plumas County",2020,"Units in All Multi-Family Structures",3.0,11.0,0
"Plumas County",2020,"Units in All Multi-Family Structures",3.0,12.0,0
"Plumas County",2020,"Units in 2-unit Multi-Family Structures",4.0,1.0,0
"Plumas County",2020,"Units in 2-unit Multi-Family Structures",4.0,2.0,0
"Plumas County",2020,"Units in 2-unit Multi-Family Structures",4.0,3.0,0
"Plumas County",2020,"Units in 2-unit Multi-Family Structures",4.0,4.0,0
"Plumas County",2020,"Units in 2-unit Multi-Family Structures",4.0,5.0,0
"Plumas County",2020,"Units in 2-unit Multi-Family Structures",4.0,6.0,0
"Plumas County",2020,"Units in 2-unit Multi-Family Structures",4.0,7.0,0
"Plumas County",2020,"Units in 2-unit Multi-Family Structures",4.0,8.0,0
"Plumas County",2020,"Units in 2-unit Multi-Family Structures",4.0,9.0,0
"Plumas County",2020,"Units in 2-unit Multi-Family Structures",4.0,10.0,0
"Plumas County",2020,"Units in 2-unit Multi-Family Structures",4.0,11.0,0
"Plumas County",2020,"Units in 2-unit Multi-Family Structures",4.0,12.0,0
"Plumas County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,1.0,0
"Plumas County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,2.0,0
"Plumas County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,3.0,0
"Plumas County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,4.0,0
"Plumas County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,5.0,0
"Plumas County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,6.0,0
"Plumas County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,7.0,0
"Plumas County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,8.0,0
"Plumas County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,9.0,0
"Plumas County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,10.0,0
"Plumas County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,11.0,0
"Plumas County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,12.0,0
"Plumas County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,1.0,0
"Plumas County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,2.0,0
"Plumas County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,3.0,0
"Plumas County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,4.0,0
"Plumas County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,5.0,0
"Plumas County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,6.0,0
"Plumas County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,7.0,0
"Plumas County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,8.0,0
"Plumas County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,9.0,0
"Plumas County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,10.0,0
"Plumas County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,11.0,0
"Plumas County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,12.0,0
"Riverside County",2020,"Total Units",1.0,1.0,516.0
"Riverside County",2020,"Total Units",1.0,2.0,1204.0
"Riverside County",2020,"Total Units",1.0,3.0,540.0
"Riverside County",2020,"Total Units",1.0,4.0,427.0
"Riverside County",2020,"Total Units",1.0,5.0,0
"Riverside County",2020,"Total Units",1.0,6.0,0
"Riverside County",2020,"Total Units",1.0,7.0,0
"Riverside County",2020,"Total Units",1.0,8.0,0
"Riverside County",2020,"Total Units",1.0,9.0,0
"Riverside County",2020,"Total Units",1.0,10.0,0
"Riverside County",2020,"Total Units",1.0,11.0,0
"Riverside County",2020,"Total Units",1.0,12.0,0
"Riverside County",2020,"Units in Single-Family Structures",2.0,1.0,516.0
"Riverside County",2020,"Units in Single-Family Structures",2.0,2.0,1175.0
"Riverside County",2020,"Units in Single-Family Structures",2.0,3.0,522.0
"Riverside County",2020,"Units in Single-Family Structures",2.0,4.0,371.0
"Riverside County",2020,"Units in Single-Family Structures",2.0,5.0,0
"Riverside County",2020,"Units in Single-Family Structures",2.0,6.0,0
"Riverside County",2020,"Units in Single-Family Structures",2.0,7.0,0
"Riverside County",2020,"Units in Single-Family Structures",2.0,8.0,0
"Riverside County",2020,"Units in Single-Family Structures",2.0,9.0,0
"Riverside County",2020,"Units in Single-Family Structures",2.0,10.0,0
"Riverside County",2020,"Units in Single-Family Structures",2.0,11.0,0
"Riverside County",2020,"Units in Single-Family Structures",2.0,12.0,0
"Riverside County",2020,"Units in All Multi-Family Structures",3.0,1.0,0
"Riverside County",2020,"Units in All Multi-Family Structures",3.0,2.0,29.0
"Riverside County",2020,"Units in All Multi-Family Structures",3.0,3.0,18.0
"Riverside County",2020,"Units in All Multi-Family Structures",3.0,4.0,56.0
"Riverside County",2020,"Units in All Multi-Family Structures",3.0,5.0,0
"Riverside County",2020,"Units in All Multi-Family Structures",3.0,6.0,0
"Riverside County",2020,"Units in All Multi-Family Structures",3.0,7.0,0
"Riverside County",2020,"Units in All Multi-Family Structures",3.0,8.0,0
"Riverside County",2020,"Units in All Multi-Family Structures",3.0,9.0,0
"Riverside County",2020,"Units in All Multi-Family Structures",3.0,10.0,0
"Riverside County",2020,"Units in All Multi-Family Structures",3.0,11.0,0
"Riverside County",2020,"Units in All Multi-Family Structures",3.0,12.0,0
"Riverside County",2020,"Units in 2-unit Multi-Family Structures",4.0,1.0,0
"Riverside County",2020,"Units in 2-unit Multi-Family Structures",4.0,2.0,0
"Riverside County",2020,"Units in 2-unit Multi-Family Structures",4.0,3.0,0
"Riverside County",2020,"Units in 2-unit Multi-Family Structures",4.0,4.0,0
"Riverside County",2020,"Units in 2-unit Multi-Family Structures",4.0,5.0,0
"Riverside County",2020,"Units in 2-unit Multi-Family Structures",4.0,6.0,0
"Riverside County",2020,"Units in 2-unit Multi-Family Structures",4.0,7.0,0
"Riverside County",2020,"Units in 2-unit Multi-Family Structures",4.0,8.0,0
"Riverside County",2020,"Units in 2-unit Multi-Family Structures",4.0,9.0,0
"Riverside County",2020,"Units in 2-unit Multi-Family Structures",4.0,10.0,0
"Riverside County",2020,"Units in 2-unit Multi-Family Structures",4.0,11.0,0
"Riverside County",2020,"Units in 2-unit Multi-Family Structures",4.0,12.0,0
"Riverside County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,1.0,0
"Riverside County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,2.0,18.0
"Riverside County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,3.0,18.0
"Riverside County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,4.0,0
"Riverside County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,5.0,0
"Riverside County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,6.0,0
"Riverside County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,7.0,0
"Riverside County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,8.0,0
"Riverside County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,9.0,0
"Riverside County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,10.0,0
"Riverside County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,11.0,0
"Riverside County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,12.0,0
"Riverside County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,1.0,0
"Riverside County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,2.0,11.0
"Riverside County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,3.0,0
"Riverside County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,4.0,56.0
"Riverside County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,5.0,0
"Riverside County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,6.0,0
"Riverside County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,7.0,0
"Riverside County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,8.0,0
"Riverside County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,9.0,0
"Riverside County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,10.0,0
"Riverside County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,11.0,0
"Riverside County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,12.0,0
"Sacramento County",2020,"Total Units",1.0,1.0,464.0
"Sacramento County",2020,"Total Units",1.0,2.0,391.0
"Sacramento County",2020,"Total Units",1.0,3.0,404.0
"Sacramento County",2020,"Total Units",1.0,4.0,130.0
"Sacramento County",2020,"Total Units",1.0,5.0,0
"Sacramento County",2020,"Total Units",1.0,6.0,0
"Sacramento County",2020,"Total Units",1.0,7.0,0
"Sacramento County",2020,"Total Units",1.0,8.0,0
"Sacramento County",2020,"Total Units",1.0,9.0,0
"Sacramento County",2020,"Total Units",1.0,10.0,0
"Sacramento County",2020,"Total Units",1.0,11.0,0
"Sacramento County",2020,"Total Units",1.0,12.0,0
"Sacramento County",2020,"Units in Single-Family Structures",2.0,1.0,283.0
"Sacramento County",2020,"Units in Single-Family Structures",2.0,2.0,349.0
"Sacramento County",2020,"Units in Single-Family Structures",2.0,3.0,281.0
"Sacramento County",2020,"Units in Single-Family Structures",2.0,4.0,119.0
"Sacramento County",2020,"Units in Single-Family Structures",2.0,5.0,0
"Sacramento County",2020,"Units in Single-Family Structures",2.0,6.0,0
"Sacramento County",2020,"Units in Single-Family Structures",2.0,7.0,0
"Sacramento County",2020,"Units in Single-Family Structures",2.0,8.0,0
"Sacramento County",2020,"Units in Single-Family Structures",2.0,9.0,0
"Sacramento County",2020,"Units in Single-Family Structures",2.0,10.0,0
"Sacramento County",2020,"Units in Single-Family Structures",2.0,11.0,0
"Sacramento County",2020,"Units in Single-Family Structures",2.0,12.0,0
"Sacramento County",2020,"Units in All Multi-Family Structures",3.0,1.0,181.0
"Sacramento County",2020,"Units in All Multi-Family Structures",3.0,2.0,42.0
"Sacramento County",2020,"Units in All Multi-Family Structures",3.0,3.0,123.0
"Sacramento County",2020,"Units in All Multi-Family Structures",3.0,4.0,11.0
"Sacramento County",2020,"Units in All Multi-Family Structures",3.0,5.0,0
"Sacramento County",2020,"Units in All Multi-Family Structures",3.0,6.0,0
"Sacramento County",2020,"Units in All Multi-Family Structures",3.0,7.0,0
"Sacramento County",2020,"Units in All Multi-Family Structures",3.0,8.0,0
"Sacramento County",2020,"Units in All Multi-Family Structures",3.0,9.0,0
"Sacramento County",2020,"Units in All Multi-Family Structures",3.0,10.0,0
"Sacramento County",2020,"Units in All Multi-Family Structures",3.0,11.0,0
"Sacramento County",2020,"Units in All Multi-Family Structures",3.0,12.0,0
"Sacramento County",2020,"Units in 2-unit Multi-Family Structures",4.0,1.0,6.0
"Sacramento County",2020,"Units in 2-unit Multi-Family Structures",4.0,2.0,38.0
"Sacramento County",2020,"Units in 2-unit Multi-Family Structures",4.0,3.0,4.0
"Sacramento County",2020,"Units in 2-unit Multi-Family Structures",4.0,4.0,2.0
"Sacramento County",2020,"Units in 2-unit Multi-Family Structures",4.0,5.0,0
"Sacramento County",2020,"Units in 2-unit Multi-Family Structures",4.0,6.0,0
"Sacramento County",2020,"Units in 2-unit Multi-Family Structures",4.0,7.0,0
"Sacramento County",2020,"Units in 2-unit Multi-Family Structures",4.0,8.0,0
"Sacramento County",2020,"Units in 2-unit Multi-Family Structures",4.0,9.0,0
"Sacramento County",2020,"Units in 2-unit Multi-Family Structures",4.0,10.0,0
"Sacramento County",2020,"Units in 2-unit Multi-Family Structures",4.0,11.0,0
"Sacramento County",2020,"Units in 2-unit Multi-Family Structures",4.0,12.0,0
"Sacramento County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,1.0,8.0
"Sacramento County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,2.0,4.0
"Sacramento County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,3.0,8.0
"Sacramento County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,4.0,0
"Sacramento County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,5.0,0
"Sacramento County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,6.0,0
"Sacramento County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,7.0,0
"Sacramento County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,8.0,0
"Sacramento County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,9.0,0
"Sacramento County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,10.0,0
"Sacramento County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,11.0,0
"Sacramento County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,12.0,0
"Sacramento County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,1.0,167.0
"Sacramento County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,2.0,0
"Sacramento County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,3.0,111.0
"Sacramento County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,4.0,9.0
"Sacramento County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,5.0,0
"Sacramento County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,6.0,0
"Sacramento County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,7.0,0
"Sacramento County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,8.0,0
"Sacramento County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,9.0,0
"Sacramento County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,10.0,0
"Sacramento County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,11.0,0
"Sacramento County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,12.0,0
"San Benito County",2020,"Total Units",1.0,1.0,28.0
"San Benito County",2020,"Total Units",1.0,2.0,30.0
"San Benito County",2020,"Total Units",1.0,3.0,29.0
"San Benito County",2020,"Total Units",1.0,4.0,45.0
"San Benito County",2020,"Total Units",1.0,5.0,0
"San Benito County",2020,"Total Units",1.0,6.0,0
"San Benito County",2020,"Total Units",1.0,7.0,0
"San Benito County",2020,"Total Units",1.0,8.0,0
"San Benito County",2020,"Total Units",1.0,9.0,0
"San Benito County",2020,"Total Units",1.0,10.0,0
"San Benito County",2020,"Total Units",1.0,11.0,0
"San Benito County",2020,"Total Units",1.0,12.0,0
"San Benito County",2020,"Units in Single-Family Structures",2.0,1.0,28.0
"San Benito County",2020,"Units in Single-Family Structures",2.0,2.0,30.0
"San Benito County",2020,"Units in Single-Family Structures",2.0,3.0,29.0
"San Benito County",2020,"Units in Single-Family Structures",2.0,4.0,45.0
"San Benito County",2020,"Units in Single-Family Structures",2.0,5.0,0
"San Benito County",2020,"Units in Single-Family Structures",2.0,6.0,0
"San Benito County",2020,"Units in Single-Family Structures",2.0,7.0,0
"San Benito County",2020,"Units in Single-Family Structures",2.0,8.0,0
"San Benito County",2020,"Units in Single-Family Structures",2.0,9.0,0
"San Benito County",2020,"Units in Single-Family Structures",2.0,10.0,0
"San Benito County",2020,"Units in Single-Family Structures",2.0,11.0,0
"San Benito County",2020,"Units in Single-Family Structures",2.0,12.0,0
"San Benito County",2020,"Units in All Multi-Family Structures",3.0,1.0,0
"San Benito County",2020,"Units in All Multi-Family Structures",3.0,2.0,0
"San Benito County",2020,"Units in All Multi-Family Structures",3.0,3.0,0
"San Benito County",2020,"Units in All Multi-Family Structures",3.0,4.0,0
"San Benito County",2020,"Units in All Multi-Family Structures",3.0,5.0,0
"San Benito County",2020,"Units in All Multi-Family Structures",3.0,6.0,0
"San Benito County",2020,"Units in All Multi-Family Structures",3.0,7.0,0
"San Benito County",2020,"Units in All Multi-Family Structures",3.0,8.0,0
"San Benito County",2020,"Units in All Multi-Family Structures",3.0,9.0,0
"San Benito County",2020,"Units in All Multi-Family Structures",3.0,10.0,0
"San Benito County",2020,"Units in All Multi-Family Structures",3.0,11.0,0
"San Benito County",2020,"Units in All Multi-Family Structures",3.0,12.0,0
"San Benito County",2020,"Units in 2-unit Multi-Family Structures",4.0,1.0,0
"San Benito County",2020,"Units in 2-unit Multi-Family Structures",4.0,2.0,0
"San Benito County",2020,"Units in 2-unit Multi-Family Structures",4.0,3.0,0
"San Benito County",2020,"Units in 2-unit Multi-Family Structures",4.0,4.0,0
"San Benito County",2020,"Units in 2-unit Multi-Family Structures",4.0,5.0,0
"San Benito County",2020,"Units in 2-unit Multi-Family Structures",4.0,6.0,0
"San Benito County",2020,"Units in 2-unit Multi-Family Structures",4.0,7.0,0
"San Benito County",2020,"Units in 2-unit Multi-Family Structures",4.0,8.0,0
"San Benito County",2020,"Units in 2-unit Multi-Family Structures",4.0,9.0,0
"San Benito County",2020,"Units in 2-unit Multi-Family Structures",4.0,10.0,0
"San Benito County",2020,"Units in 2-unit Multi-Family Structures",4.0,11.0,0
"San Benito County",2020,"Units in 2-unit Multi-Family Structures",4.0,12.0,0
"San Benito County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,1.0,0
"San Benito County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,2.0,0
"San Benito County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,3.0,0
"San Benito County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,4.0,0
"San Benito County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,5.0,0
"San Benito County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,6.0,0
"San Benito County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,7.0,0
"San Benito County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,8.0,0
"San Benito County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,9.0,0
"San Benito County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,10.0,0
"San Benito County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,11.0,0
"San Benito County",2020,"Units in 3- and 4-unit Multi-Family Structures",5.0,12.0,0
"San Benito County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,1.0,0
"San Benito County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,2.0,0
"San Benito County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,3.0,0
"San Benito County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,4.0,0
"San Benito County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,5.0,0
"San Benito County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,6.0,0
"San Benito County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,7.0,0
"San Benito County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,8.0,0
"San Benito County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,9.0,0
"San Benito County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,10.0,0
"San Benito County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,11.0,0
"San Benito County",2020,"Units in 5+ Unit Multi-Family Structures",6.0,12.0,0
"San Bernardino County",2020,"Total Units",1.0,1.0,323.0
"San Bernardino County",2020,"Total Units",1.0,2.0,253.0
"San Bernardino County",2020,"Total Units",1.0,3.0,336.0
"San Bernardino County",2020,"Total Units",1.0,4.0,318.0
"San Bernardino County",2020,"Total Units",1.0,5.0,0
"San Bernardino County",2020,"Total Units",1.0,6.0,0
"San Bernardino County",2020,"Total Units",1.0,7.0,0
"San Bernardino County",2020,"Total Units",1.0,8.0,0
"San Bernardino County",2020,"Total Units",1.0,9.0,0
"San Bernardino County",2020,"Total Units",1.0,10.0,0
"San Bernardino County",2020,"Total Units",1.0,11.0,0
"San Bernardino County",2020,"Total Units",1.0,12.0,0
"San Bernardino County",2020,"Units in Single-Family Structures",2.0,1.0,313.0
"San Bernardino County",2020,"Units in Single-Family Structures",2.0,2.0,210.0
"San Bernardino County",2020,"Units in Single-Family Structures",2.0,3.0,304.0
"San Bernardino County",2020,"Units in Single-Family Structures",2.0,4.0,169.0
"San Bernardino County",2020,"Units in Single-Family Structures",2.0,5.0,0
"San Bernardino County",2020,"Units in Single-Family Structures",2.0,6.0,0
"San Bernardino County",2020,"Units in Single-Family Structures",2.0,7.0,0
"San Bernardino County",2020,"Units in Single-Family Structures",2.0,8.0,0
"San Bernardino County",2020,"Units in Single-Family Structures",2.0,9.0,0
"San Bernardino County",2020,"Units in Single-Family Structures",2.0,10.0,0
"San Bernardino County",2020,"Units in Single-Family Structures",2.0,11.0,0
"San Bernardino County",2020,"Units in Single-Family Structures",2.0,12.0,0
"San Bernardino County",2020,"Units in All Multi-Family Structures",3.0,1.0,10.0
"San Bernardino County",2020,"Units in All Multi-Family Structures",3.0,2.0,43.0
"San Bernardino County",2020,"Units in All Multi-Family Structures",3.0,3.0,32.0
"San Bernardino County",2020,"Units in All Multi-Family Structures",3.0,4.0,149.0
"San Bernardino County",2020,"Units in All Multi-Family Structures",3.0,5.0,0
"San Bernardino County",2020,"Units in All Multi-Family Structures",3.0,6.0,0
"San Bernardino County",2020,"Units in All Multi-Family Structures",3.0,7.0,0
"San Bernardino County",2020,"Units in All Multi-Family Structures",3.0,8.0,0
